Source IP,Source Port,Destination IP,Destination Port,Protocol,Packet Size,Flags,Sequence Number,Acknowledgment Number,Payload Data,Timestamp,Payload Length,Payload Entropy,Byte Frequency Total,Byte Frequency Entropy,Source IP (original),Destination IP (original)
192.168.0.101,51329,104.26.7.95,443,TCP,1454,A,675044636,2101241890,"b'\x16\x03\x01\x07\xea\x01\x00\x07\xe6\x03\x03`\x17\xf3\xf3\xedd\xdd\\^;:b\xea\xfe\x9b\x86\x9d\xde\xae\xb9\\\xcf\x1cw^\x83\xc0V9i\x8d\x0b \xf4\xde\xa2q\x12\xf2{\xed?)\x0f\x98d\xbbdwA\x84\xb2%\x0c)\xd7\xee\x16\\\x852\x8be\x87 \x00 JJ\x13\x01\x13\x02\x13\x03\xc0+\xc0/\xc0,\xc00\xcc\xa9\xcc\xa8\xc0\x13\xc0\x14\x00\x9c\x00\x9d\x00/\x005\x01\x00\x07}\xaa\xaa\x00\x00\x00\x17\x00\x00\xfe\r\x00\xfa\x00\x00\x01\x00\x01\xe2\x00 \xc4\xd0\xb3\xe1M\x14\x92\xed\x14a\xbb\xc4\x0f\xeb}\xa4\xd6@\x95\x1e9nM\xe97\x86BEc~&+\x00\xd0\xdd\xc9\xcc\'\x9b\x1b\x07\xd8\xd6\x8f\x9b\xa0\xe6~\xb1\xb6\x9f\xb6\x91A\xb3\xcd\nE\xc5\x92I\x1d\x81\xbe5\x01\x80Fk\x07E\x94x\x9aN\xabQW\x9a\x15\rEY\xf8\x12\xf4\xbfX?\x9d\x19g\x9a\x1c\xb7\xba\x13\xe1\x8c\x90k-\xaa\xd7\xb3iRw\xd3[\x99\x81\xa1t\x15\xe3\xd5e\xe2\x91\x12*8i\xc8\xaf\xb7Y\xcb\r\xa7f\xb7\xfe4\xa2\xad\xc4\xfc\xf3\xfe\x7f\xae\xd0n\x9c\xe9\x19\x1cK\t\xe2\xb1\xce)p\xe6\x82\xc5k$\xa6vg\xaa\xd8\x01\x1f=\x8d?\xcd`^\x06\x9a$\xef\xbd\xf0W \xbdP\xeb\x90\xa7\xf6\x15z\xf5\xbd.-:)\x16y\xd0\xd4\xe7\x0c\xff\xa6\x0e?\x92I\x83\xf5;\xccT\xd9\x7f*\xff\x1416s\x02\x08\x83\xa7\xa7\xcbRN\xbb]EX(\x10\xfc\xf5\x85;\x98\xc6\x1c\x003\x04\xef\x04\xed\x8a\x8a\x00\x01\x00\x11\xec\x04\xc0\x86\xe9\x94\xabQ6\x7f\x1bz&\x90\x05\x1d\xc4\x8a\x95r\xb9\x06\x83\xcak\x95\xa7\xab\x07\xa5\xe9p\x87\xd4\xa0%L\xe4JS\xb3\x8a]\xe5\xa7N2\xa9\x1e\x11\xce\xe8\x8a\xcd\x1d\xaa1#\x0b%\x16\xfbp\xc3\x8b%(\xd9ZX\xfbz\xe1\xecb\x03\x04\x83\x1f\xbc\x16+\x8b\x87v\x91\x98I\x9cT^0\x11\xbf)\r\x92\xc7)\xaf\xd6\x1a\x17\xd0\xa9\xbcF\xc8\x93\xc9>\x8eD;:9L6\xf0\xcc\x82\xa1\xaem3\x02\x11i\x9e\x15\xf9\x9d\xed|F\xa7\xf4\x97\xad\xb6\xa5l\xd1\xb0\xc6\xd7\xbbP\xb0A4\xb9U\xd8\x16&\x03Q{qc\xbf>\xd5\xc2l\xd3\x8c\nGu\xd9%\xb8\xba\x8cZ=Qo\xfe`\xab1\xb6\x9al\x08h\xf9\x8a\xb6\x94wF\xa1E\xbc\xdf\xf0\xb8@\xa0\x95=\xb2\xb0\xa7W\x8d\x15J\x0b\xa5eq\x12\xe2G\x90\x1b\xb8\xdcZ\x08\x89""\x8a\xeb\x99l]\xb8F\x9cv.b9@f\x0bjpY]\xaf+\xc0#\x80=\n\xecQ\x98\xd0+\xbcEB#3a\x80{z\xddQT\xf7\x88\x0c\xc9ZX*\x8b\x8a\x1c\x04\x9d\x88A^(\x14n\xf5\xe5R\xa1\x9b\xa4\x84P\x02\x1d\xc7\xb4\xb6z\x81@\xe3\xc7\x8b\xa4\x14\xa1v\rUY\x1f\xdaF\xa9E\x1az>jL\x8b`yl\x91Mq\xb2H\x83\x95?\xc8$\x1b*6\x936\xd7\xb3\x14,Q\x8eh?/2u\x10\xc2\xcb6\xc9\x9c\x19\xd0?\x9fL\x8eSY\x1f\xf4l\x12\xa9\xf4\x08\xdbIw\x14),\xde\x93\x97\xf2\xc9\x1c\xd8pa3\xa5\xbd\x94A\x88\xe8J\x998\xc0f\xef\xaa\n\xdb\xb4\x85\x04\x88z\xdd\x12\x83\xb3\xd2\x04#9\x8e#e\xc4\xe5B\n\x8c\xb2R^\x15l\x1d\xda]\xf2\x19)\x9d\xd4}\x0e\xb2v\xae\xe5p=\xe3\x8c\'\xb67\x84\x07\xcb%\xab&\xf7\x13M\x93\xfbQW\xacu\xe2\x95\xaab\xc2\x1a\xad\x85<7\xe6\xcfb \x00\xf9\xc7\x04\x864l\xee\xa1,\xa1S\x1d\xc4\xb7\xa8\xa68\x10\x88A\x83\x89\x086?sj>U\xbf\xc53\x1b\xe2A\x81\xb0D6\x81X4y\xeb\xab\x8d\x9c]V\xd13\xcc\x99\x8f)Z%\xdc\xa1\xbb\nC\xa2:6o\xc2\x82\xa8\xd6W\x10\x1a\xe2q\xfa\x00(ACXg\x970\xf3\xa1\x7f\xf63\xbb\x01\xb6C\xd96\x9f\x88\xca\'\x142GN\x8a\xba\xec\xa7\xa9+0\xc40\x91\x1bm\xe4\xb8\x18\xf6y\x0b\'ZQx\x06\xf4\xd1MX\x11\xa8\xf7\xda\x11\x13[x\xb9\xd5\x88\xbd\xf5lO\xa0\xc1\x03\x1b\x9d\xbd\xe2\x9f\x193\x8a\x16\xc6-o\x00\x9a\xbb1\x8e\x0e\x82\xceE\xac\xb5\xf9\xe7\x88\x96Z\x07\xb5v\x1a\xef\\\x83\t\xba\x0b\x1f\n>\xc3\x14:A\nT\xfa\xe9\xa0OR\x11\xdaZ\xbaZ8\xc6Y\xcc\nW\x85m\xc7\xb3\x84)\nW\x0c\xe9/\\\xd0,\xea\x18JZ4\x9f\x97U\\\xa7\xa9\x86\xae\xc6\x0fh\x959\x17\xfb\xac\xb2\x12\xa5\xd9\x18\xa7E \xc2\xb1\xbc\xa3\x0eS\x1c\xb38\xa7\x9f\x06t^ \x1c\xb7\xdb\xc1\x9c\xb1\x0ca\x01\x16\xc5\x92\xc3W\x08Db\x99\x9e\x92F.\xb9P\xbbx\x1b\xba\xdb\x14\x86\xd6\xb47v\xc8\xb7\x01rIT\x04\x8d9\'ra\x1c\xc1\xfe\xcbF<\xe3\xac\xe7\xf4h\xe6v\t\xd4\xa72\xd2\x86\xae,r*\x8c\x16\xc1\xcb\xa0C\xaf\xa2\xa3B\x83\x06\x9b\x04|AWQ\xcc\x15b""\xfa\xb6\x8f\xd9\xc0\xa3\x92<\xe3!\x19\xce\xd6\x83\x0b\xfb\xce\x8e\n\x83\xe2\x12WYB\xa9\x1e W\x8aZ\xccL:[m\xd8\xc3Q\x14e5\xaak\xd1\xb4\xc4,ZP%JH\x8e\ntF\xac\xb8\xb1\xa8\x98\xeb7@ov\x93\xfa\xd9?i\xca\xbas\x19""\t\xb1\x8d\x03\xd67\xcf\x06\xbaC\xe0\xbe\xb5\x15\xcc\xaa\xea\xbcY\xd3_\xe6u\x04\xd3\xd8A""\x07\xbc\xdcG\x95o\xa8\x83\x1aJ\r\xb2[*\xc1\x97\x17\xbd\xe3\x06\xbd\xa34\xa8Y\xbb{\xe0p\x15\x88\x83w#(Z\xe7\x02\x84C\x92\xc0\x14\x83 \xf4\r\xea\x05f\xe1p\x8e\xd2\x0b$\x93U?\x9csj\xb2'",1738219553.208686,1400,7.821092976433489,1400,3.2763145661367132,192.168.0.101,104.26.7.95
192.168.0.101,51329,104.26.7.95,443,TCP,685,PA,675046036,2101241890,"b""C\x00\xcdD\x88\xcb\t\x8bb[\xc6\xb0Z\xad\xb1P\x00>[\x8a\xdfFp6\xa5\xab\xad\x01\x9c\xe6\x16;U)\x89G\x153B\xa87\xa5\xd4r4\x13\x00J\xbbq\xf9\xb8T_!\xb52A=A,(\r\xa0\x89\r\xf44\x9a\xebx4\x01(j`u\xacx\x8a\x83sl$\xa9\x9f\x18\x11\x10\x035i\xdav\x9da\xeb\x94\xb1[\xcd0p\x99#EmOD\x1e\x9f\xa59\xa9u8\xe6T\x12lAQ\xdb2\xc3\xc2\xd4\x95\x8d\t:\xd0WNm(t\x11\xca\xb9\x0c\x15,r\x97\xd4Z\xd3[\xc8\xd2d\xd7\x8c\xb9B\xbd\xd79]8\xf9\xd5^t\xdf\x1b\x9b\x85\x18\x1b4(3\x93\x85D\xd7\xbfN\xfc\x92\x11\xbd\xf1\xcd\xac\xd7\x10\x1a3.\x99gE\x97cgJ\xc2\xb9\xad\xacZ\xb2\xcej\x00\x1d\x00 \x07\xf7\xa4*\x88\x98\xb8 \xc6\xea\xa3L\x8e\xa6\x7f\x94~`\x8dL\xea\xaaoE\x7f\x02\x17L\xe8\x0b\xf4Y\x00\n\x00\x0c\x00\n\x8a\x8a\x11\xec\x00\x1d\x00\x17\x00\x18\x00\x0b\x00\x02\x01\x00\x00\x12\x00\x00\x00\x10\x00\x0e\x00\x0c\x02h2\x08http/1.1\x00\x1b\x00\x03\x02\x00\x02\x00\x00\x00\x17\x00\x15\x00\x00\x12ext2.temp-mail.orgDi\x00\x05\x00\x03\x02h2\x00-\x00\x02\x01\x01\xff\x01\x00\x01\x00\x00#\x00\x00\x00\r\x00\x12\x00\x10\x04\x03\x08\x04\x04\x01\x05\x03\x08\x05\x05\x01\x08\x06\x06\x01\x00+\x00\x07\x06\xaa\xaa\x03\x04\x03\x03\x00\x05\x00\x05\x01\x00\x00\x00\x00\n\n\x00\x01\x00\x00)\x00\xeb\x00\xc6\x00\xc0\x9a\xda\x7f(\xf4\xb9\xd5\xccv\x02\xc4\x16~\xfa\x81\xbc\x91\x9a~\x82\xbex\x19|\xdc\xaby\xc7\x8e\xd2\x1d\x97,\xb9_xzu \xf9\xdd\x18\x1b\xb4\xb2\x9a\x0eQ\xa5\xd5\x87C\x8f\x8be\x9a\x0c\xa5\x01\x08M\xab5{\xb4m\x97g#\x191\xc6i0C>`\xda\x16\x96\x03\xcc:t/\x84\xf4\x98\x14\xefR\xa8D\x00\x08\x97?C\xaa\xe7\xd5\xca\x96\xa8)\x8f\x10\x99\x93\xbfM\xfa\xc2\x0c\n\xc41\xa2\x89\xb6\xaeqC\xa9o\x83\xa5\xe1\x85\x89{\x99\xad\xeb\xf3\xd4\x04\xb1GEaK\xab\xf7,\xcbH\xd8\xe2'\xe8\x8e:\x01\xde\xd9\xe3\xb5_ \xefL\xc3\xddXIu1\x19\xc8\xa8'|\xbe\xb79\xee\x898\xa5\xd7\x1d\x97I\xe0\x8f#\x9e&\t\x8d\xc2\xb4\t\x95\xb0\x00! \x16\xb9pj\x01\xaa\xa8\xef\x83\xbb\xcb\xe3IH\x9d\xd9]b\xa6\xa9e)K\xc5\xf1\xe5\xab;\xcbY\xf4.""",1738219553.208686,631,7.246950856286267,631,2.470482324286371,192.168.0.101,104.26.7.95
192.168.0.101,51328,57.144.139.33,443,TCP,108,PA,1697440169,966998872,b'\x00\x003\xe4e\x98\xcac\xcd\x83x\xef\x11\xdco\x05\x86\xa5\xd2(ae\xdak\xe7W\xf8\xf1\xb8CR\xfbj\xc0\x99\xce\xd0\xe7\x8dR\xfd\x08%Da\xc1\xb5\xba\x0c\x17\xd0\xe0\x8d\xcc',1738219553.234218,54,5.495628242904209,54,0.6071716548713029,192.168.0.101,57.144.139.33
57.144.139.33,443,192.168.0.101,51328,TCP,60,A,966998872,1697440223,b'\x00\x00\x00\x00\x00\x00',1738219553.246086,6,0.0,6,0.0,57.144.139.33,192.168.0.101
192.168.0.101,51328,57.144.139.33,443,TCP,211,PA,1697440223,966998872,"b""\x00\x006\xd8\xa1\x00\xbf\x9b\xf1\x88~\x17J\xed1l\xf7\xceqV\xddZ\xd0\xa8J\x97\x12\xa9\x9f-\xebm&\x03`\xa1\x08\xd8\xb0\x0c\xf5\xea\x05\x97\x14\xe8-L{\xf0\x02b\xdbt'\xad\x82\x00\x006C.\x97@P<\x07^\xbcw\xecD6\x19\xbd\x1dyo\\\x02\xfa\xce\x83\x118\xab\x02\x1e;!\xeaz\x1b+:\x88\x02\x99\xf8\x19\xb4\xb0'Nw\xf5L\xc8QV\xc0\x82\x85\xe7\x00\x00(;Jh\x11q\x9e\xa5`\x91\xe5\xf59\xc0U\xcb\x1fJ\xf9\xcc,b\xeb3y\xd6&>w Z\xfby\x9c\x88f-B\xa1\xb2D""",1738219553.326746,157,6.583215752256524,157,1.2134972558299586,192.168.0.101,57.144.139.33
57.144.139.33,443,192.168.0.101,51328,TCP,60,A,966998872,1697440380,b'\x00\x00\x00\x00\x00\x00',1738219553.338278,6,0.0,6,0.0,57.144.139.33,192.168.0.101
192.168.0.101,51448,172.67.73.98,443,TCP,110,PA,2454467049,333339838,b'\x17\x03\x03\x003\xd1BB=\xdd\xb0\x99\x8f\xec\xcc\x08\xf2\xde\xbd<\x11\xeb\xc4\xf8\xcb[\x0b\x14)\x86\xa0\x8b\x97p\xc2[\x80\xa5\x15p\xaeW\x06\x0c\x1fJ\xc133-96c9\xd1\xcc',1738220566.449907,56,5.472446216661832,56,0.7507128731663414,192.168.0.101,172.67.73.98
172.67.73.98,443,192.168.0.101,51448,TCP,60,A,333339838,2454467105,b'\x00\x00\x00\x00\x00\x00',1738220566.60186,6,0.0,6,0.0,172.67.73.98,192.168.0.101
172.67.73.98,443,192.168.0.101,51448,TCP,510,PA,333339838,2454467105,"b'\x17\x03\x03\x01\xc3f\x03\x85`\xa9\xa4\x14\x8dT[\xd9orf\xee\xea5\x1dbg\xc2c\x13\xf4\x96\xcd\xbb\x91\xdd`\x1a\xf5\xb3M\x19t\xdbl\x08\xa8\\o\xf91\x18c\x8c~""\xc63{\xc3U\x968\x15`\x13\x07\x91\x10H\xdb\x82z\x87b^\xcdC\x04\x02\xb0y\xab\x8b\xff\xff\x8e\x00\xc6\x99\xce\x06T2\x19\x88\xb5C\x89\r\xbafP\xad\xf2\xcd\xea\x02\xa3A\x8f\x93&\xd38:70\xc1\x10\x0cH\x8c\xd7G\xfa\x02u\xb3\xb8\xa6\x8c/\x9e2\xf7\x00T\xe0\x0e<\x8d\x9d\x8f\xbf9\x88\xea\x14\xba\xa3\x8c]\xe3\xe7\x0fh\xc1\x01\xa56\xd1\x1eg\xbb\xe7\xe7`P]Nz&\xff\x98)\x9c\x84\xcaxM\xec\x16\x05\xaa\x0ch\xff\xce0{0\xed\xa0s\xa7\xc5\x8a\xc3\r\xb8\xda\xd8\x95\xbe!\x16\xc6\x88\xafW\xb5}\x12\x833W\xbe8\xd0/\x90|\xaf\xc9\x9b\xe9\xd0u\xe7\xd0f\xaa\xe5\x93\x8aq\xb0c\xaa\xefU\xfc\xa1\xa3\x1f\x1e7\x849(7]#\x08\xda7\x18n\x93z\xecK\x1e\x88\xa92e\xbfQa\xc10\xaf\x82\xc6\xca\xfd)F\xff\x14E0<\xa0\xf2\x9bk\x1c\xa6]I\xb0\xc8\xa6\x15lu\xb9\xd9\xd8\x861\'~\x86\xbat\xf9\xa5\x86;\x80\x84>)\x19n\x1b\x8c\xa3n.\xbc\xbd\x01\xc4Ws/\xdc\xc1V\xcbc\x1a\x05`\xd1X\x9d\x06\xb5\x84$\xb4:\xc3\xcf\xdaQQ1i\x91\xbdo\x1e\xcc\r\xc2\xdb@\xe9\xcc\xc0n\x19U\\wE\xfa\xeb\x8ax\xc1\x11,\xdc\xe5\x17(\xbb\xcb\x8e\x81\x9a\xe0l5$\xa4\x0b\xd9\x81\xa0\x862\x8e|0(\xc1\x83\x87\xd7\x0f\x19\xdd\xdc\xe5\xd5\xedsu\xbbr\xb8\x7fo\xac\x108d2\x9b\x8e \xd1\xa4\xe6\xdf%,\x164\x0e \x18\xc6D)\xec\xfe3MA\x17\x1f\xfa\x06\xcb\xa7\x8b\xdd\xb3'",1738220566.927588,456,7.526602995609309,456,2.0466550610399348,172.67.73.98,192.168.0.101
172.67.73.98,443,192.168.0.101,51448,TCP,176,PA,333340294,2454467105,b'\x17\x03\x03\x00uS\xe4kj\x8e\xad\xfe\xb7~\r$\x83A\x07^\x14\xa3\x8e\xf108O`I\x89\xd6\x1c\x18\xed\xe3)\xf6\x93\x15\x81Lwt@\xfc\xb6\x92\x1d\x9a\xafA\x08\xd1\x8a\xe1\x143\xa4\x857}\x93l\xcaWm\x82\xe2\x89\x03\xa7\xa7\xb2|\x88\x9eT\xc7\xcf\xbf\x9c\x90Bl\xce\xf8`\xed\x95v\xf2\xe4\x0e\xc8O\x19\xb6^z%\x0cL\xae\xd3\x93_\xc6~\x9azF\xb0\xd7`[\x9eR:\xacw40',1738220566.927588,122,6.518731907181828,122,0.8763822812414073,172.67.73.98,192.168.0.101
172.67.73.98,443,192.168.0.101,51448,TCP,85,PA,333340416,2454467105,"b'\x17\x03\x03\x00\x1a\x92\x15\x1a\xb6 u\x7f,\xea\xf5k\x8bgG\x87Z\xd5q\x81\xd0lh\xe03\xe4\x1b'",1738220566.927765,31,4.825164052322361,31,0.362051251733998,172.67.73.98,192.168.0.101
192.168.0.101,51448,172.67.73.98,443,TCP,89,PA,2454467105,333340447,b'\x17\x03\x03\x00\x1e\xc0\xbc\xf6\x834`\xa7\xbf\x93\xf6\x10\xe5\x86\xc1\xa6J\x0f\xa0E\xbc\xc4@\xf3\xef\xc9\xa5\xd7\xba\x0f\x88',1738220566.929842,35,4.900711588373535,35,0.5547781633412736,192.168.0.101,172.67.73.98
192.168.0.101,51459,35.190.80.1,443,TCP,240,PA,2688384217,631507582,"b'\x17\x03\x03\x00\xb5\x9eJ\xfb\x97\xb6SN\x9c\xe0\xea\xf2l\xec\xaf8a""qvV\xad""\xde+\xd4\x1d\x86\xbd-\x9fh\x7f\xd8\x05\xff@q\xd2@\x0b\xb8\xa9=J\xde\xc8\x91\xb2h\xee\xc1VK<\xde\xf7R3\xc5\xe6\xd3R\x1c\x04z\xae\xcc^#\xc8\\\x1dE\xbb\xd7\x86\x99\x85Y\x9c\xb3\xff/`\xcd\x88XqK5\xb4\x94\xcb\x8d^t\x87\x0e\x87\x10\xc0z\xaf\xa7G\x05\x04\xf0\x00\xb7\xfa\xf15}\x10\xf4bV`~n\xc0\xff&w\xb2\xdc\xd8\xcfk\xdf@f\x95\xad\x8bJ\x01\x90\xdf\xf4k\x82\x15\x1f\xa378D0a;\xd6\x90\xb8\xfe\x15d@_r\xff\x95\xf3\x13\x881\xa4\xf6\x9cA\xbd\xd5\x95\r""\xef\x1eU\xd6~'",1738220607.918026,186,6.9193512169406,186,1.1881711373710124,192.168.0.101,35.190.80.1
192.168.0.101,51459,35.190.80.1,443,TCP,93,PA,2688384403,631507582,"b'\x17\x03\x03\x00""\xf1P\xaa\xb8\x08\xb7\x12D\x96\xa61\x07\x9a\xe7v\x0b)I\x06C\x06uk\xf9\x19}\xd9\x97eW\x86y\xfc\xc2'",1738220607.918173,39,5.182838116298145,39,0.30337483608641397,192.168.0.101,35.190.80.1
192.168.0.101,51470,172.64.155.209,443,TCP,55,A,2973663642,919968196,b'\x00',1738221016.235926,1,0.0,1,0.0,192.168.0.101,172.64.155.209
192.168.0.101,51448,172.67.73.98,443,TCP,110,PA,2454471144,333368323,b'\x17\x03\x03\x003\xe1\xcaa^\xa2]?\x07V\x07R\x87\xacW\xcd\xa6\x88\xd2\xce\x12\x9b\xd5\xdb\x8c\xe6@\x8f\xafFl\xd8\xb7\xb4`\xaf\xdd\x81\xe3H!\x9bZ\xf7i\xa2r\xa6\xf4\x922\xac',1738221017.435856,56,5.557354922057608,56,0.5916727785823275,192.168.0.101,172.67.73.98
172.67.73.98,443,192.168.0.101,51448,TCP,60,A,333368323,2454471200,b'\x00\x00\x00\x00\x00\x00',1738221017.588436,6,0.0,6,0.0,172.67.73.98,192.168.0.101
172.67.73.98,443,192.168.0.101,51448,TCP,176,PA,333368780,2454471200,"b'\x17\x03\x03\x00u\xe4\x8et\xb1\xd2\x88h0i\xc2\x9c\x1b\xe2l\xedm2\xd3 \x9b\x06\x87\x0eG""\x97\xe6;\x1f\xf3\x9f\xd2\x05\xf2U\x14W\xa92+s.\x0e\xf0s\x19\xa2\x98\x03"")z8\xb9\xa3N\xbev~\xeb\x9c\xd1\n\xa3n\xd0\x9b\xd8\x0b&C\xf9\xd8\xb2\xcc\xb1\'\x91\xca8r\x07\xfb\xdf\xc5k\xae\xa2\xff]QC\xdcV\xbd\xcaJt\xb1\xac\xc4^G\xf9g\x8bf\x11}FY^\x12\xbc,@8'",1738221017.915307,122,6.551518792427729,122,0.8210288124165439,172.67.73.98,192.168.0.101
172.67.73.98,443,192.168.0.101,51448,TCP,85,PA,333368902,2454471200,"b""\x17\x03\x03\x00\x1ap\xf2D\xdc\xc0\x1f\x16\xfb\xbbO\x0bB'3\xdb\t\x1a<\xd9\xbb\xc2\xa2x\xa7M\xb1""",1738221017.915474,31,4.760647923290102,31,0.49123734182433315,172.67.73.98,192.168.0.101
192.168.0.101,51448,172.67.73.98,443,TCP,89,PA,2454471200,333368933,"b""\x17\x03\x03\x00\x1e]\xd4`mz\xc9\xed\x9a\x0b\xdd\xe9'z\xa3\x05\xda\xfc\xf9\xfc\xaa\x93z\x9aT\x03\xd9WWI\xe6""",1738221017.91726,35,4.686146588249909,35,0.8503259045049341,192.168.0.101,172.67.73.98
172.67.73.98,443,192.168.0.101,51448,TCP,60,A,333368933,2454471235,b'\x00\x00\x00\x00\x00\x00',1738221018.068549,6,0.0,6,0.0,172.67.73.98,192.168.0.101
192.168.0.101,51451,104.18.48.70,443,TCP,55,A,505687498,4012539698,b'\x00',1738221021.067012,1,0.0,1,0.0,192.168.0.101,104.18.48.70
192.168.0.101,52354,104.18.48.70,443,TCP,55,A,190953348,4160758958,b'\x00',1738222826.064394,1,0.0,1,0.0,192.168.0.101,104.18.48.70
192.168.0.101,52364,35.190.80.1,443,TCP,146,PA,434613565,136420154,"b""\x17\x03\x03\x00W\xdc'\xc4\xa7\xe4\x94\xfe\x96g\xc2|\xf5;\x8b\x94\x01\xb2/\x03a\x83\xdeb\x1d\x7f-G\x99F\xe0\xdfgFR_b\x9a\xa4\t\x86Q|o9\r\xa3\xa5\x05W\xa3x%]\xdb\x9a\xa7\n\xc5\x80y\xcb[\xf7\xf2\xefc\xa1\xd3d\xc1\xba\x045)\xca \xf2\xb0D\x0c\x03x\xf0A('\x15""",1738222828.273703,92,6.175735869100501,92,0.7210780990240717,192.168.0.101,35.190.80.1
192.168.0.101,52364,35.190.80.1,443,TCP,85,PA,434613657,136420154,b'\x17\x03\x03\x00\x1a\xd7\xb5)\xe9\x9a\xd1\xcdD\xd3\xf5\xe23\x01\xaalk\xd3v\x0c\xa3@nYJ\xd9\xc1',1738222828.273987,31,4.825164052322361,31,0.362051251733998,192.168.0.101,35.190.80.1
192.168.0.101,52364,35.190.80.1,443,TCP,502,PA,434613688,136420154,"b'\x17\x03\x03\x01\xbb\xaa\xb6Nu7\xf1w\xc5\x1e\x15D\xf5o8\x89k\xcf \xb4\xd5\xb9ATg#\xe5\xb3\xe8\x9a\xd8S\xf1L\xa4\x0b\x05\xab\xf7\xee\x11\xd4\x8e\xa2\x1e\xad\xb0p\xc2\xec$\xe9Tz\xbd\x18 \xb0|\x00\xa2\x80\xfc\xdc\xfb\x00\xf3E\xfa\x19J\x9c\xe2\x19x\xac\x1e&\xe4\x9d;%|.W\x00_d\x02\x0b\x91\xf4B\xb9\xefF\xf4\xf5\x95Q\xcd(>\xea9\x06\xb0\xe9\x8b\xd1\xd2W\x0c)\x10\x821\xf6\xc2\x1b\xcd\xa01\x01N=\x17\xcc2\xc2\xdb\x8e\x16i\xfd*|\xf2&\xbf-\x02z(\xef\xf5h\x8b\x82\x9c\xfa""\x13\xf2\x0bn\xb3\xeb\x9b\x05\xd8\xd6_\x85\x9bl\xbb\xf8(6\xf50\xfaQ\xd1\x7f9\xfa\xdb\xf4#S=z7\x989\x90\x96-\xde\x92\xcf\r0\xa32\x1b\xee\x146\x06\x03\x01@\x95(8/\xd9\x19y6\xbe\x08^N\xae\xc3\xa0Zv\xee\xf3\x91\x96(+\x8dZa+\xcc\x95f\xcd\xace\x99\xd4\'\xea\x91\xfe\xbc\xaf8\xa5-B\xee""$\x1dx\x88\xd8\x85#\x95+;\x1a\x0c\xe7\xf2\xe0\x8bJ\xd7\xfbK#\xc4\t\xc0\x00\x99;6\xde\xccuwv\xef\x18\xfc\xc4z\xe0\xe94D\xbc\xef\nix\xd9;\x1a\x1a\x8c\xf4\xd4Z\xcf4ux0""\xbf\xb7\x07\x91K\x8f##\x1d\x03w\xffC\x95(\x12\x90\x91\xba\xb2F\xdd\xea@\xaa\xa5\x14\xe3\r\x9a\xb9\xc4\xd82\x11A&\x01j\xd4\xca\x04\xadl\x03\x11\x8b\x7fGx\xb7\xa9\xf3\x94@T\xd8;\xf4rQ\xc0\xba\t\xaa\x8b?\x1e\xa7\xdaA\x80\xa7\x9e\xee\x14;\x7f\x1d\xae:\xa6\xc2\x9a\\\xa1b\xc5hA\xb8\xb2\xb8\n\xd2S\x1b\x91\xaf\x04\x9bk\x9a\xb6DB\xc3\xd8\xfb)tM\xb1\xff\x16\xc5%\x9d\xb0\xf8\xdc\x81\x94\xdcr{<\x98L,p'",1738222828.274128,448,7.490039954519735,448,2.052483286282832,192.168.0.101,35.190.80.1
192.168.0.101,52357,104.26.7.95,443,TCP,110,PA,1546810769,367069196,b'\x17\x03\x03\x0032Q\xbdM\xf7\x08W\x15\x06C\xd2\xb4\xa6Fk\t\xce;\xea\xec\x16\xaf\x8d\xe9\x06CzM\xd5\xc4O\x17W\xf3\x18b\x1a:\x9e\xfc\xfd\x9f\\AK\x9c\x8c\xf2\xeeRU',1738222853.292792,56,5.593069207771895,56,0.5293608652873644,192.168.0.101,104.26.7.95
104.26.7.95,443,192.168.0.101,52357,TCP,60,A,367069196,1546810825,b'\x00\x00\x00\x00\x00\x00',1738222853.444515,6,0.0,6,0.0,104.26.7.95,192.168.0.101
