Source IP,Source Port,Destination IP,Destination Port,Flags
192.168.0.100,52048,20.250.77.142,443,A
192.168.0.100,52053,172.64.155.209,443,A
172.64.155.209,443,192.168.0.100,52053,A
192.168.0.100,51984,35.190.80.1,443,PA
192.168.0.100,51984,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,51984,A
35.190.80.1,443,192.168.0.100,51984,PA
192.168.0.100,51984,35.190.80.1,443,A
35.190.80.1,443,192.168.0.100,51984,PA
192.168.0.100,51984,35.190.80.1,443,PA
192.168.0.100,52053,172.64.155.209,443,A
172.64.155.209,443,192.168.0.100,52053,A
192.168.0.100,52122,104.26.7.95,443,PA
192.168.0.100,52122,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52122,PA
192.168.0.100,52122,104.26.7.95,443,A
104.26.7.95,443,192.168.0.100,52122,A
104.26.7.95,443,192.168.0.100,52122,PA
192.168.0.100,52122,104.26.7.95,443,A
192.168.0.100,52122,104.26.7.95,443,PA
192.168.0.100,52122,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52122,A
192.168.0.100,52122,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52122,A
104.26.7.95,443,192.168.0.100,52122,PA
104.26.7.95,443,192.168.0.100,52122,PA
104.26.7.95,443,192.168.0.100,52122,PA
192.168.0.100,52122,104.26.7.95,443,A
192.168.0.100,52122,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52122,A
192.168.0.100,52289,192.168.1.109,7680,S
192.168.0.100,52288,193.0.1.179,7680,S
20.250.77.142,443,192.168.0.100,52280,PA
192.168.0.100,52280,20.250.77.142,443,PA
20.250.77.142,443,192.168.0.100,52280,A
192.168.0.100,52264,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.100,52264,A
192.168.0.100,52053,172.64.155.209,443,A
172.64.155.209,443,192.168.0.100,52053,A
192.168.0.100,52288,193.0.1.179,7680,S
192.168.0.100,52289,192.168.1.109,7680,S
104.26.6.95,443,192.168.0.100,52264,PA
104.26.6.95,443,192.168.0.100,52264,PA
104.26.6.95,443,192.168.0.100,52264,PA
192.168.0.100,52264,104.26.6.95,443,A
192.168.0.100,52264,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.100,52264,A
192.168.0.100,52208,35.190.80.1,443,PA
192.168.0.100,52208,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,52208,PA
192.168.0.100,52264,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.100,52264,A
104.26.6.95,443,192.168.0.100,52264,PA
104.26.6.95,443,192.168.0.100,52264,PA
104.26.6.95,443,192.168.0.100,52264,PA
192.168.0.100,52264,104.26.6.95,443,A
192.168.0.100,52264,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.100,52264,A
192.168.0.100,52362,2.17.165.185,443,A
2.17.165.185,443,192.168.0.100,52362,A
192.168.0.100,52372,192.168.100.6,7680,S
192.168.0.100,52372,192.168.100.6,7680,S
192.168.0.100,52372,192.168.100.6,7680,S
192.168.0.100,52364,2.16.162.20,443,FA
2.16.162.20,443,192.168.0.100,52364,PA
2.16.162.20,443,192.168.0.100,52364,FA
192.168.0.100,52364,2.16.162.20,443,RA
192.168.0.100,52264,104.26.6.95,443,PA
192.168.0.100,52053,172.64.155.209,443,A
192.168.0.100,52264,104.26.6.95,443,PA
192.168.0.100,52238,74.125.206.188,5228,A
192.168.0.100,52470,104.21.27.152,443,A
104.21.27.152,443,192.168.0.100,52470,A
104.21.79.86,443,192.168.0.100,52479,PA
192.168.0.100,52479,104.21.79.86,443,A
192.168.0.100,52472,104.18.11.207,443,A
104.18.11.207,443,192.168.0.100,52472,A
192.168.0.100,52471,52.84.102.2,443,A
52.84.102.2,443,192.168.0.100,52471,A
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
192.168.0.100,52208,35.190.80.1,443,PA
192.168.0.100,52208,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,52208,A
35.190.80.1,443,192.168.0.100,52208,A
35.190.80.1,443,192.168.0.100,52208,PA
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
104.26.7.95,443,192.168.0.100,52456,PA
20.250.77.142,443,192.168.0.100,52568,PA
192.168.0.100,52568,20.250.77.142,443,PA
192.168.0.100,52568,20.250.77.142,443,PA
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
192.168.0.100,52568,20.250.77.142,443,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
20.250.77.142,443,192.168.0.100,52568,A
192.168.0.100,52451,35.228.14.46,443,A
35.228.14.46,443,192.168.0.100,52451,A
192.168.0.100,52592,192.168.2.101,7680,S
192.168.0.100,52593,192.168.100.252,7680,S
192.168.0.100,52588,3.233.158.25,443,A
192.168.0.100,52583,104.18.32.47,443,PA
192.168.0.100,52583,104.18.32.47,443,PA
192.168.0.100,52208,35.190.80.1,443,PA
192.168.0.100,52208,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,52208,A
35.190.80.1,443,192.168.0.100,52208,A
35.190.80.1,443,192.168.0.100,52208,PA
192.168.0.100,52208,35.190.80.1,443,A
192.168.0.100,52456,104.26.7.95,443,PA
35.190.80.1,443,192.168.0.100,52208,PA
192.168.0.100,52208,35.190.80.1,443,PA
192.168.0.100,52208,35.190.80.1,443,PA
192.168.0.100,52208,35.190.80.1,443,PA
192.168.0.100,52208,35.190.80.1,443,A
192.168.0.100,52208,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,52208,A
35.190.80.1,443,192.168.0.100,52208,A
35.190.80.1,443,192.168.0.100,52208,PA
192.168.0.100,52208,35.190.80.1,443,PA
192.168.0.100,52208,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,52208,A
192.168.0.100,52568,20.250.77.142,443,A
192.168.0.100,52591,20.199.120.85,443,PA
192.168.0.100,52591,20.199.120.85,443,PA
192.168.0.100,52591,20.199.120.85,443,PA
192.168.0.100,52591,20.199.120.85,443,PA
192.168.0.100,52591,20.199.120.85,443,PA
192.168.0.100,52759,192.168.2.101,7680,S
192.168.0.100,52760,192.168.1.116,7680,S
192.168.0.100,52591,20.199.120.85,443,PA
192.168.0.100,52568,20.250.77.142,443,A
20.250.77.142,443,192.168.0.100,52568,A
192.168.0.100,52456,104.26.7.95,443,PA
192.168.0.100,52591,20.199.120.85,443,PA
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
192.168.0.100,52456,104.26.7.95,443,A
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
192.168.0.100,52869,20.199.120.151,443,PA
20.199.120.151,443,192.168.0.100,52869,PA
192.168.0.100,52869,20.199.120.151,443,A
192.168.0.100,52878,192.168.1.116,7680,S
192.168.0.100,52868,172.217.170.195,443,A
172.217.170.195,443,192.168.0.100,52868,A
192.168.0.100,52451,35.228.14.46,443,A
35.228.14.46,443,192.168.0.100,52451,A
192.168.0.100,52238,74.125.206.188,5228,A
192.168.0.100,52456,104.26.7.95,443,PA
74.125.206.188,5228,192.168.0.100,52238,A
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
192.168.0.100,52456,104.26.7.95,443,PA
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
102.132.96.55,5222,192.168.0.100,52855,A
102.132.96.55,5222,192.168.0.100,52855,PA
192.168.0.100,52855,102.132.96.55,5222,A
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
192.168.0.100,52576,172.64.155.209,443,A
192.168.0.100,52725,104.18.32.47,443,A
104.18.32.47,443,192.168.0.100,52725,R
192.168.0.100,52882,192.168.1.116,7680,S
192.168.0.100,52883,192.168.100.207,7680,S
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
192.168.0.100,52456,104.26.7.95,443,PA
192.168.0.100,52456,104.26.7.95,443,PA
192.168.0.100,52208,35.190.80.1,443,A
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
192.168.0.100,52890,192.168.100.252,7680,S
192.168.0.100,52238,74.125.206.188,5228,A
74.125.206.188,5228,192.168.0.100,52238,A
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
192.168.0.100,52886,20.199.120.182,443,FPA
192.168.0.100,52890,192.168.100.252,7680,S
192.168.0.100,52890,192.168.100.252,7680,S
192.168.0.100,52890,192.168.100.252,7680,S
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52903,20.250.77.142,443,PA
192.168.0.100,52903,20.250.77.142,443,FA
20.250.77.142,443,192.168.0.100,52903,RA
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
192.168.0.100,52958,192.168.1.116,7680,S
192.168.0.100,52958,192.168.1.116,7680,S
192.168.0.100,52958,192.168.1.116,7680,S
192.168.0.100,52958,192.168.1.116,7680,S
192.168.0.100,52456,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52456,A
104.26.7.95,443,192.168.0.100,52456,PA
104.26.7.95,443,192.168.0.100,52456,PA
192.168.0.100,52456,104.26.7.95,443,A
192.168.0.100,52961,35.190.80.1,443,PA
192.168.0.100,52961,35.190.80.1,443,PA
192.168.0.100,52961,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,52961,A
35.190.80.1,443,192.168.0.100,52961,PA
192.168.0.100,52961,35.190.80.1,443,A
35.190.80.1,443,192.168.0.100,52961,PA
192.168.0.100,52961,35.190.80.1,443,A
192.168.0.100,52961,35.190.80.1,443,PA
192.168.0.100,52961,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,52961,A
192.168.0.100,52940,46.32.182.121,443,PA
192.168.0.100,52940,46.32.182.121,443,PA
192.168.0.100,52940,46.32.182.121,443,PA
46.32.182.121,443,192.168.0.100,52940,A
46.32.182.121,443,192.168.0.100,52940,A
46.32.182.121,443,192.168.0.100,52940,PA
46.32.182.121,443,192.168.0.100,52940,PA
192.168.0.100,52940,46.32.182.121,443,A
192.168.0.100,52940,46.32.182.121,443,PA
192.168.0.100,53008,3.109.180.247,443,A
13.107.42.14,443,192.168.0.100,53115,RA
196.202.177.98,443,192.168.0.100,53120,PA
196.202.177.98,443,192.168.0.100,53120,FA
192.168.0.100,53120,196.202.177.98,443,A
192.168.0.100,53120,196.202.177.98,443,FA
196.202.177.98,443,192.168.0.100,53120,A
192.168.0.100,53063,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53063,A
172.67.73.98,443,192.168.0.100,53063,PA
172.67.73.98,443,192.168.0.100,53063,PA
192.168.0.100,53063,172.67.73.98,443,A
172.67.73.98,443,192.168.0.100,53063,PA
192.168.0.100,53063,172.67.73.98,443,PA
192.168.0.100,53098,216.58.223.99,443,A
216.58.223.99,443,192.168.0.100,53098,A
192.168.0.100,53063,172.67.73.98,443,PA
192.168.0.100,53063,172.67.73.98,443,PA
192.168.0.100,53104,104.26.15.90,443,A
172.67.73.98,443,192.168.0.100,53063,A
192.168.0.100,52991,104.21.11.245,443,A
104.21.11.245,443,192.168.0.100,52991,R
192.168.0.100,52956,20.199.120.182,443,PA
192.168.0.100,52956,20.199.120.182,443,PA
192.168.0.100,52956,20.199.120.182,443,PA
192.168.0.100,53063,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53063,A
192.168.0.100,53089,172.217.170.174,443,A
172.217.170.174,443,192.168.0.100,53089,R
192.168.0.100,52956,20.199.120.182,443,PA
172.67.73.98,443,192.168.0.100,53063,PA
192.168.0.100,53063,172.67.73.98,443,A
172.67.73.98,443,192.168.0.100,53063,PA
192.168.0.100,53063,172.67.73.98,443,A
192.168.0.100,53063,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53063,A
20.199.120.182,443,192.168.0.100,52956,PA
192.168.0.100,52956,20.199.120.182,443,A
192.168.0.100,53003,104.18.10.244,443,A
104.18.10.244,443,192.168.0.100,53003,R
192.168.0.100,53079,216.58.223.67,443,A
216.58.223.67,443,192.168.0.100,53079,R
192.168.0.100,53022,104.21.79.86,443,A
192.168.0.100,52238,74.125.206.188,5228,A
192.168.0.100,53143,192.168.7.100,7680,S
192.168.0.100,53063,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53063,A
172.67.73.98,443,192.168.0.100,53063,PA
192.168.0.100,53063,172.67.73.98,443,A
172.67.73.98,443,192.168.0.100,53063,PA
192.168.0.100,53063,172.67.73.98,443,A
192.168.0.100,53063,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53063,A
192.168.0.100,53132,216.58.223.99,443,PA
192.168.0.100,53132,216.58.223.99,443,PA
192.168.0.100,53132,216.58.223.99,443,PA
216.58.223.99,443,192.168.0.100,53132,A
216.58.223.99,443,192.168.0.100,53132,PA
192.168.0.100,53132,216.58.223.99,443,A
216.58.223.99,443,192.168.0.100,53132,PA
192.168.0.100,53163,104.17.24.14,443,S
104.17.24.14,443,192.168.0.100,53163,SA
192.168.0.100,53163,104.17.24.14,443,A
192.168.0.100,53163,104.17.24.14,443,A
192.168.0.100,53163,104.17.24.14,443,PA
104.17.24.14,443,192.168.0.100,53163,A
104.17.24.14,443,192.168.0.100,53163,A
104.17.24.14,443,192.168.0.100,53163,A
192.168.0.100,53163,104.17.24.14,443,A
104.17.24.14,443,192.168.0.100,53163,PA
192.168.0.100,53163,104.17.24.14,443,PA
192.168.0.100,53163,104.17.24.14,443,PA
192.168.0.100,53163,104.17.24.14,443,PA
104.17.24.14,443,192.168.0.100,53163,PA
104.17.24.14,443,192.168.0.100,53163,PA
192.168.0.100,53163,104.17.24.14,443,A
192.168.0.100,53163,104.17.24.14,443,PA
104.17.24.14,443,192.168.0.100,53163,PA
104.17.24.14,443,192.168.0.100,53163,PA
192.168.0.100,53163,104.17.24.14,443,A
192.168.0.100,53196,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53196,A
172.67.73.98,443,192.168.0.100,53196,PA
172.67.73.98,443,192.168.0.100,53196,PA
192.168.0.100,53196,172.67.73.98,443,A
192.168.0.100,53196,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53196,A
172.67.73.98,443,192.168.0.100,53196,PA
192.168.0.100,53196,172.67.73.98,443,A
192.168.0.100,53193,46.32.182.121,443,A
192.168.0.100,53196,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53196,A
172.67.73.98,443,192.168.0.100,53196,PA
192.168.0.100,53196,172.67.73.98,443,A
172.67.73.98,443,192.168.0.100,53196,PA
192.168.0.100,53196,172.67.73.98,443,PA
172.67.73.98,443,192.168.0.100,53196,A
192.168.0.100,53200,172.64.155.209,443,A
192.168.0.100,53168,35.190.80.1,443,A
35.190.80.1,443,192.168.0.100,53168,A
192.168.0.100,53302,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,53302,A
104.26.7.95,443,192.168.0.100,53302,PA
104.26.7.95,443,192.168.0.100,53302,PA
192.168.0.100,53302,104.26.7.95,443,A
104.26.7.95,443,192.168.0.100,53302,PA
192.168.0.100,53302,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,53302,A
172.64.155.209,443,192.168.0.100,53200,A
192.168.0.100,53200,172.64.155.209,443,A
172.64.155.209,443,192.168.0.100,53200,A
172.64.155.209,443,192.168.0.100,53200,PA
192.168.0.100,53200,172.64.155.209,443,A
192.168.0.100,53200,172.64.155.209,443,A
172.64.155.209,443,192.168.0.100,53200,A
172.64.155.209,443,192.168.0.100,53200,PA
192.168.0.100,53200,172.64.155.209,443,A
192.168.0.100,53200,172.64.155.209,443,A
172.64.155.209,443,192.168.0.100,53200,A
192.168.0.100,53200,172.64.155.209,443,A
20.250.77.142,443,192.168.0.100,53310,PA
192.168.0.100,53310,20.250.77.142,443,PA
192.168.0.100,53310,20.250.77.142,443,PA
192.168.0.100,53310,20.250.77.142,443,PA
192.168.0.100,53310,20.250.77.142,443,PA
192.168.0.100,53302,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,53302,A
192.168.0.100,53310,20.250.77.142,443,PA
192.168.0.100,53310,20.250.77.142,443,PA
192.168.0.100,52238,74.125.206.188,5228,A
192.168.0.100,53310,20.250.77.142,443,PA
192.168.0.100,53200,172.64.155.209,443,A
192.168.0.100,53385,3.233.158.25,443,FA
192.168.0.100,53387,172.67.9.124,443,S
192.168.0.100,53388,172.67.9.124,443,S
172.67.9.124,443,192.168.0.100,53388,SA
192.168.0.100,53388,172.67.9.124,443,A
192.168.0.100,53388,172.67.9.124,443,A
192.168.0.100,53388,172.67.9.124,443,PA
172.67.9.124,443,192.168.0.100,53388,A
2.17.168.164,443,192.168.0.100,52276,PA
192.168.0.100,52276,2.17.168.164,443,A
2.17.168.164,443,192.168.0.100,52276,PA
2.17.168.164,443,192.168.0.100,52276,FA
192.168.0.100,51976,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.100,51976,A
104.26.6.95,443,192.168.0.100,51976,PA
104.26.6.95,443,192.168.0.100,51976,PA
192.168.0.100,51976,104.26.6.95,443,A
104.26.6.95,443,192.168.0.100,51976,PA
192.168.0.100,51976,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.100,51976,A
192.168.0.100,52162,93.158.134.119,443,A
192.168.0.100,52256,35.190.80.1,443,PA
192.168.0.100,52256,35.190.80.1,443,PA
35.190.80.1,443,192.168.0.100,52256,A
35.190.80.1,443,192.168.0.100,52256,PA
192.168.0.100,52256,35.190.80.1,443,A
35.190.80.1,443,192.168.0.100,52256,PA
192.168.0.100,52256,35.190.80.1,443,PA
192.168.0.100,52256,35.190.80.1,443,PA
192.168.0.100,52256,35.190.80.1,443,PA
192.168.0.100,52256,35.190.80.1,443,A
192.168.0.100,52256,35.190.80.1,443,PA
192.168.0.100,52256,35.190.80.1,443,A
35.190.80.1,443,192.168.0.100,52256,A
192.168.0.100,52403,185.221.87.23,443,A
192.168.0.100,52245,46.32.182.121,443,A
185.221.87.23,443,192.168.0.100,52403,A
192.168.0.100,51976,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.100,51976,A
192.168.0.100,52415,192.229.221.95,80,FA
192.168.0.100,52414,62.8.89.48,80,FA
62.8.89.48,80,192.168.0.100,52414,FA
192.168.0.100,52414,62.8.89.48,80,A
46.32.182.121,443,192.168.0.100,52245,A
192.229.221.95,80,192.168.0.100,52415,FA
192.168.0.100,52415,192.229.221.95,80,A
104.26.6.95,443,192.168.0.100,51976,PA
104.26.6.95,443,192.168.0.100,51976,PA
192.168.0.100,51976,104.26.6.95,443,A
104.26.6.95,443,192.168.0.100,51976,PA
192.168.0.100,51976,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.100,51976,A
192.168.0.100,52563,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52563,A
104.26.7.95,443,192.168.0.100,52563,PA
104.26.7.95,443,192.168.0.100,52563,PA
104.26.7.95,443,192.168.0.100,52563,PA
192.168.0.100,52563,104.26.7.95,443,A
192.168.0.100,52563,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52563,A
192.168.0.100,52248,20.250.77.142,443,A
192.168.0.100,52577,62.8.89.17,80,S
62.8.89.17,80,192.168.0.100,52577,SA
192.168.0.100,52577,62.8.89.17,80,A
192.168.0.100,52577,62.8.89.17,80,PA
62.8.89.17,80,192.168.0.100,52577,PA
192.168.0.100,52577,62.8.89.17,80,A
192.168.0.100,52563,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52563,A
192.168.0.100,52094,64.233.184.188,5228,A
104.26.7.95,443,192.168.0.100,52563,PA
104.26.7.95,443,192.168.0.100,52563,PA
192.168.0.100,52668,2.16.162.235,443,FA
2.16.162.235,443,192.168.0.100,52668,PA
2.16.162.235,443,192.168.0.100,52668,FA
192.168.0.100,52668,2.16.162.235,443,RA
192.168.0.100,52563,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52563,A
104.26.7.95,443,192.168.0.100,52563,PA
104.26.7.95,443,192.168.0.100,52563,PA
104.26.7.95,443,192.168.0.100,52563,PA
192.168.0.100,52563,104.26.7.95,443,A
192.168.0.100,52563,104.26.7.95,443,PA
104.26.7.95,443,192.168.0.100,52563,A
192.168.0.100,52672,192.168.100.252,7680,S
192.168.0.100,52672,192.168.100.252,7680,S
192.168.0.100,52672,192.168.100.252,7680,S
192.168.0.100,52665,20.189.173.13,443,FA
20.189.173.13,443,192.168.0.100,52665,FA
192.168.0.100,52665,20.189.173.13,443,A
192.168.0.100,52672,192.168.100.252,7680,S
192.168.0.100,52662,185.221.87.23,443,A
192.168.0.100,24941,192.168.1.116,7680,S
192.168.0.100,24942,192.168.1.116,7680,S
192.168.0.100,24943,192.168.0.1,1980,S
192.168.0.1,1980,192.168.0.100,24943,SA
192.168.0.100,24943,192.168.0.1,1980,A
192.168.0.100,24943,192.168.0.1,1980,PA
192.168.0.1,1980,192.168.0.100,24943,PA
192.168.0.1,1980,192.168.0.100,24943,A
192.168.0.100,24943,192.168.0.1,1980,A
192.168.0.1,1980,192.168.0.100,24943,A
192.168.0.1,1980,192.168.0.100,24943,FPA
192.168.0.100,24943,192.168.0.1,1980,A
192.168.0.100,24943,192.168.0.1,1980,FA
192.168.0.1,1980,192.168.0.100,24943,A
192.168.0.100,24944,192.168.0.1,1980,S
192.168.0.1,1980,192.168.0.100,24944,SA
192.168.0.100,24944,192.168.0.1,1980,A
192.168.0.100,24944,192.168.0.1,1980,PA
192.168.0.1,1980,192.168.0.100,24944,PA
192.168.0.1,1980,192.168.0.100,24944,A
192.168.0.100,12780,192.168.1.116,7680,S
192.168.0.100,12781,192.168.1.116,7680,S
192.168.0.100,12782,192.168.1.116,7680,S
192.168.0.100,17593,192.168.0.1,1980,S
192.168.0.1,1980,192.168.0.100,17593,SA
192.168.0.100,17593,192.168.0.1,1980,A
192.168.0.100,17593,192.168.0.1,1980,PA
192.168.0.1,1980,192.168.0.100,17593,PA
192.168.0.1,1980,192.168.0.100,17593,A
192.168.0.100,17593,192.168.0.1,1980,A
192.168.0.1,1980,192.168.0.100,17593,A
192.168.0.1,1980,192.168.0.100,17593,FPA
192.168.0.100,17593,192.168.0.1,1980,A
192.168.0.100,17593,192.168.0.1,1980,FA
192.168.0.1,1980,192.168.0.100,17593,A
192.168.0.100,17594,192.168.0.1,1980,S
192.168.0.1,1980,192.168.0.100,17594,SA
192.168.0.100,17594,192.168.0.1,1980,A
192.168.0.100,17594,192.168.0.1,1980,PA
192.168.0.1,1980,192.168.0.100,17594,PA
192.168.0.100,52983,192.168.0.1,53,S
192.168.0.1,53,192.168.0.100,52983,RA
192.168.0.100,52983,192.168.0.1,53,S
192.168.0.1,53,192.168.0.100,52983,RA
192.168.0.100,52983,192.168.0.1,53,S
192.168.0.1,53,192.168.0.100,52983,RA
192.168.0.100,52983,192.168.0.1,53,S
192.168.0.1,53,192.168.0.100,52983,RA
192.168.0.100,52983,192.168.0.1,53,S
192.168.0.1,53,192.168.0.100,52983,RA
192.168.0.100,43917,62.8.89.22,80,S
192.168.0.100,56214,192.168.0.1,53,S
192.168.0.100,30254,192.168.0.1,53,S
192.168.0.100,29867,192.168.0.1,53,S
192.168.0.100,30463,192.168.0.1,53,S
192.168.0.100,35068,192.168.0.1,53,S
192.168.0.1,53,192.168.0.100,56214,RA
192.168.0.1,53,192.168.0.100,30254,RA
192.168.0.1,53,192.168.0.100,29867,RA
192.168.0.1,53,192.168.0.100,30463,RA
51.178.130.25,443,192.168.88.155,40928,A
192.168.88.155,40928,51.178.130.25,443,A
51.178.130.25,443,192.168.88.155,40928,A
192.168.88.155,40928,51.178.130.25,443,A
51.178.130.25,443,192.168.88.155,40773,A
192.168.88.155,40773,51.178.130.25,443,A
51.178.130.25,443,192.168.88.155,40928,A
192.168.88.155,40928,51.178.130.25,443,A
51.178.130.25,443,192.168.88.155,40928,A
192.168.88.155,40928,51.178.130.25,443,A
51.178.130.25,443,192.168.88.155,40928,A
192.168.88.155,40928,51.178.130.25,443,A
51.178.130.25,443,192.168.88.155,40773,A
51.178.130.25,443,192.168.88.155,40928,A
192.168.88.155,40928,51.178.130.25,443,A
192.168.88.155,40773,51.178.130.25,443,A
51.178.130.25,443,192.168.88.155,40928,A
192.168.88.155,40928,51.178.130.25,443,A
51.178.130.25,443,192.168.88.155,40928,A
192.168.88.155,40928,51.178.130.25,443,A
192.168.88.155,39964,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.155,39964,A
104.26.6.95,443,192.168.88.155,39964,PA
104.26.6.95,443,192.168.88.155,39964,PA
104.26.6.95,443,192.168.88.155,39964,PA
192.168.88.155,39964,104.26.6.95,443,A
192.168.88.155,39964,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.155,39964,A
192.168.88.155,39472,74.125.133.188,5228,A
74.125.133.188,5228,192.168.88.155,39472,A
192.168.88.155,41511,35.190.80.1,443,A
35.190.80.1,443,192.168.88.155,41511,A
192.168.88.155,39554,170.114.1.176,443,PA
170.114.1.176,443,192.168.88.155,39554,PA
192.168.88.155,39554,170.114.1.176,443,A
192.168.88.155,39964,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.155,39964,A
104.26.6.95,443,192.168.88.155,39964,PA
104.26.6.95,443,192.168.88.155,39964,PA
104.26.6.95,443,192.168.88.155,39964,PA
104.26.6.95,443,192.168.88.155,39964,PA
104.26.6.95,443,192.168.88.155,39964,PA
104.26.6.95,443,192.168.88.155,39964,PA
192.168.88.155,39964,104.26.6.95,443,A
192.168.88.155,39964,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.155,39964,A
192.168.88.155,39426,134.224.240.227,443,PA
134.224.240.227,443,192.168.88.155,39426,A
134.224.240.227,443,192.168.88.155,39426,PA
192.168.88.155,39426,134.224.240.227,443,A
192.168.88.155,41511,35.190.80.1,443,PA
192.168.88.155,41511,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.155,41511,A
35.190.80.1,443,192.168.88.155,41511,A
35.190.80.1,443,192.168.88.155,41511,PA
192.168.88.155,41511,35.190.80.1,443,A
35.190.80.1,443,192.168.88.155,41511,PA
