Source IP,Source Port,Destination IP,Destination Port,Flags
52.84.102.62,443,192.168.88.140,55314,A
192.168.88.140,55389,173.194.76.188,5228,A
192.168.88.140,55572,46.32.182.117,443,A
173.194.76.188,5228,192.168.88.140,55389,A
46.32.182.117,443,192.168.88.140,55572,A
192.168.88.140,55548,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55548,A
192.168.88.140,55549,104.18.32.47,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55314,52.84.102.62,443,A
52.84.102.62,443,192.168.88.140,55314,A
192.168.88.140,55389,173.194.76.188,5228,A
192.168.88.140,55572,46.32.182.117,443,A
173.194.76.188,5228,192.168.88.140,55389,A
46.32.182.117,443,192.168.88.140,55572,A
192.168.88.140,55548,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55548,A
192.168.88.140,55549,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55549,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55314,52.84.102.62,443,A
52.84.102.62,443,192.168.88.140,55314,A
192.168.88.140,55389,173.194.76.188,5228,A
192.168.88.140,55572,46.32.182.117,443,A
173.194.76.188,5228,192.168.88.140,55389,A
46.32.182.117,443,192.168.88.140,55572,A
192.168.88.140,55548,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55548,A
192.168.88.140,55549,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55549,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55314,52.84.102.62,443,A
52.84.102.62,443,192.168.88.140,55314,A
192.168.88.140,55389,173.194.76.188,5228,A
192.168.88.140,55572,46.32.182.117,443,A
173.194.76.188,5228,192.168.88.140,55389,A
46.32.182.117,443,192.168.88.140,55572,A
192.168.88.140,55548,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55548,A
192.168.88.140,55549,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55549,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55627,192.168.100.5,7680,S
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
35.190.80.1,443,192.168.88.140,55478,PA
192.168.88.140,55478,35.190.80.1,443,PA
192.168.88.140,55478,35.190.80.1,443,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55478,35.190.80.1,443,PA
35.190.80.1,443,192.168.88.140,55478,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55314,52.84.102.62,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55314,52.84.102.62,443,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55314,52.84.102.62,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55314,52.84.102.62,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55547,62.12.118.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55314,52.84.102.62,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55547,62.12.118.98,443,A
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55314,52.84.102.62,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55547,62.12.118.98,443,A
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
192.168.88.140,55028,172.67.73.98,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55617,104.18.32.47,443,A
104.18.32.47,443,192.168.88.140,55617,A
192.168.88.140,55389,173.194.76.188,5228,A
173.194.76.188,5228,192.168.88.140,55389,A
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55028,172.67.73.98,443,PA
192.168.88.140,55314,52.84.102.62,443,A
192.168.88.140,55028,172.67.73.98,443,PA
172.67.73.98,443,192.168.88.140,55028,A
192.168.88.140,55547,62.12.118.98,443,A
172.67.73.98,443,192.168.88.140,55028,A
172.67.73.98,443,192.168.88.140,55028,PA
172.67.73.98,443,192.168.88.140,55028,PA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
104.26.6.95,443,192.168.88.140,35321,PA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
192.168.88.140,35321,104.26.6.95,443,A
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
192.168.88.140,35321,104.26.6.95,443,A
192.168.88.140,35321,104.26.6.95,443,PA
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
192.168.88.140,35321,104.26.6.95,443,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
46.32.182.117,443,192.168.88.140,35454,PA
46.32.182.117,443,192.168.88.140,35454,FPA
192.168.88.140,35454,46.32.182.117,443,A
192.168.88.140,35454,46.32.182.117,443,FA
46.32.182.117,443,192.168.88.140,35454,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
104.26.6.95,443,192.168.88.140,35321,PA
192.168.88.140,35321,104.26.6.95,443,A
192.168.88.140,35321,104.26.6.95,443,PA
104.26.6.95,443,192.168.88.140,35321,A
192.168.88.140,35322,35.190.80.1,443,PA
46.32.182.117,443,192.168.88.140,35454,PA
