Source IP,Source Port,Destination IP,Destination Port,Traffic Type,Timestamp
62.8.89.17,80,192.168.0.100,52577,Normal,2024-10-13 23:56:03.763874
192.168.0.100,52577,62.8.89.17,80,Normal,2024-10-13 23:56:03.804767
192.168.0.100,52563,104.26.7.95,443,Normal,2024-10-13 23:56:06.163177
104.26.7.95,443,192.168.0.100,52563,Normal,2024-10-13 23:56:06.183159
192.168.0.100,52094,64.233.184.188,5228,Normal,2024-10-13 23:56:06.413612
104.26.7.95,443,192.168.0.100,52563,Normal,2024-10-13 23:56:06.494573
104.26.7.95,443,192.168.0.100,52563,Normal,2024-10-13 23:56:06.510545
192.168.0.100,52668,2.16.162.235,443,Normal,2024-10-14 00:04:13.436671
2.16.162.235,443,192.168.0.100,52668,Normal,2024-10-14 00:04:13.486694
2.16.162.235,443,192.168.0.100,52668,Normal,2024-10-14 00:04:13.508672
192.168.0.100,52668,2.16.162.235,443,Normal,2024-10-14 00:04:13.531575
192.168.0.100,52563,104.26.7.95,443,Normal,2024-10-14 00:04:16.697673
104.26.7.95,443,192.168.0.100,52563,Normal,2024-10-14 00:04:16.719686
104.26.7.95,443,192.168.0.100,52563,Normal,2024-10-14 00:04:17.104919
104.26.7.95,443,192.168.0.100,52563,Normal,2024-10-14 00:04:17.131874
104.26.7.95,443,192.168.0.100,52563,Normal,2024-10-14 00:04:17.153816
192.168.0.100,52563,104.26.7.95,443,Normal,2024-10-14 00:04:17.176755
192.168.0.100,52563,104.26.7.95,443,Normal,2024-10-14 00:04:17.199788
104.26.7.95,443,192.168.0.100,52563,Normal,2024-10-14 00:04:17.221730
192.168.0.100,52672,192.168.100.252,7680,SYN Flood,2024-10-14 00:04:17.463732
192.168.0.100,52672,192.168.100.252,7680,SYN Flood,2024-10-14 00:04:18.469066
192.168.0.100,52672,192.168.100.252,7680,SYN Flood,2024-10-14 00:04:20.469711
192.168.0.100,52665,20.189.173.13,443,Normal,2024-10-14 00:04:20.848282
20.189.173.13,443,192.168.0.100,52665,Normal,2024-10-14 00:04:21.142605
192.168.0.100,52665,20.189.173.13,443,Normal,2024-10-14 00:04:21.165825
192.168.0.100,52672,192.168.100.252,7680,SYN Flood,2024-10-14 00:04:24.471093
192.168.0.100,52662,185.221.87.23,443,Normal,2024-10-14 00:04:25.099059
192.168.0.100,24941,192.168.1.116,7680,SYN Flood,2024-10-14 10:45:58.202623
192.168.0.100,24942,192.168.1.116,7680,SYN Flood,2024-10-14 10:45:58.437958
192.168.0.100,24943,192.168.0.1,1980,SYN Flood,2024-10-14 10:45:58.513757
192.168.0.1,1980,192.168.0.100,24943,Normal,2024-10-14 10:45:58.545673
192.168.0.100,24943,192.168.0.1,1980,Normal,2024-10-14 10:45:58.575589
192.168.0.100,24943,192.168.0.1,1980,Normal,2024-10-14 10:45:58.605510
192.168.0.1,1980,192.168.0.100,24943,Normal,2024-10-14 10:45:58.634432
192.168.0.1,1980,192.168.0.100,24943,Normal,2024-10-14 10:45:58.692278
192.168.0.100,24943,192.168.0.1,1980,Normal,2024-10-14 10:45:58.778050
192.168.0.1,1980,192.168.0.100,24943,Normal,2024-10-14 10:45:58.820935
192.168.0.1,1980,192.168.0.100,24943,Normal,2024-10-14 10:45:58.862821
192.168.0.100,24943,192.168.0.1,1980,Normal,2024-10-14 10:45:58.915681
192.168.0.100,24943,192.168.0.1,1980,Normal,2024-10-14 10:45:58.997461
192.168.0.1,1980,192.168.0.100,24943,Normal,2024-10-14 10:45:59.041345
192.168.0.100,24944,192.168.0.1,1980,SYN Flood,2024-10-14 10:45:59.101183
192.168.0.1,1980,192.168.0.100,24944,Normal,2024-10-14 10:45:59.160028
192.168.0.100,24944,192.168.0.1,1980,Normal,2024-10-14 10:45:59.217873
192.168.0.100,24944,192.168.0.1,1980,Normal,2024-10-14 10:45:59.252778
192.168.0.1,1980,192.168.0.100,24944,Normal,2024-10-14 10:45:59.283696
192.168.0.1,1980,192.168.0.100,24944,Normal,2024-10-14 10:45:59.313620
192.168.0.100,12780,192.168.1.116,7680,SYN Flood,2024-10-14 11:07:58.014890
192.168.0.100,12781,192.168.1.116,7680,SYN Flood,2024-10-14 11:07:58.073731
192.168.0.100,12782,192.168.1.116,7680,SYN Flood,2024-10-14 11:07:58.101692
192.168.0.100,17593,192.168.0.1,1980,SYN Flood,2024-10-14 11:10:05.145700
192.168.0.1,1980,192.168.0.100,17593,Normal,2024-10-14 11:10:05.178612
192.168.0.100,17593,192.168.0.1,1980,Normal,2024-10-14 11:10:05.201602
192.168.0.100,17593,192.168.0.1,1980,Normal,2024-10-14 11:10:05.225630
192.168.0.1,1980,192.168.0.100,17593,Normal,2024-10-14 11:10:05.251562
192.168.0.1,1980,192.168.0.100,17593,Normal,2024-10-14 11:10:05.280516
192.168.0.100,17593,192.168.0.1,1980,Normal,2024-10-14 11:10:05.303539
192.168.0.1,1980,192.168.0.100,17593,Normal,2024-10-14 11:10:05.334545
192.168.0.1,1980,192.168.0.100,17593,Normal,2024-10-14 11:10:05.368480
192.168.0.100,17593,192.168.0.1,1980,Normal,2024-10-14 11:10:05.400391
192.168.0.100,17593,192.168.0.1,1980,Normal,2024-10-14 11:10:05.432305
192.168.0.1,1980,192.168.0.100,17593,Normal,2024-10-14 11:10:05.465272
192.168.0.100,17594,192.168.0.1,1980,SYN Flood,2024-10-14 11:10:05.757839
192.168.0.1,1980,192.168.0.100,17594,Normal,2024-10-14 11:10:05.791750
192.168.0.100,17594,192.168.0.1,1980,Normal,2024-10-14 11:10:05.817865
192.168.0.100,17594,192.168.0.1,1980,Normal,2024-10-14 11:10:05.845837
192.168.0.1,1980,192.168.0.100,17594,Normal,2024-10-14 11:10:05.868778
192.168.0.100,52983,192.168.0.1,53,SYN Flood,2024-10-14 11:30:17.504011
192.168.0.1,53,192.168.0.100,52983,Normal,2024-10-14 11:30:17.532381
192.168.0.100,52983,192.168.0.1,53,SYN Flood,2024-10-14 11:30:18.023872
192.168.0.1,53,192.168.0.100,52983,Normal,2024-10-14 11:30:18.190159
192.168.0.100,52983,192.168.0.1,53,SYN Flood,2024-10-14 11:30:18.706085
192.168.0.1,53,192.168.0.100,52983,Normal,2024-10-14 11:30:18.804926
192.168.0.100,52983,192.168.0.1,53,SYN Flood,2024-10-14 11:30:19.320215
192.168.0.1,53,192.168.0.100,52983,Normal,2024-10-14 11:30:19.341241
192.168.0.100,52983,192.168.0.1,53,SYN Flood,2024-10-14 11:30:19.835160
192.168.0.1,53,192.168.0.100,52983,Normal,2024-10-14 11:30:19.868280
192.168.0.100,43917,62.8.89.22,80,SYN Flood,2024-10-14 11:30:20.524795
192.168.0.100,56214,192.168.0.1,53,SYN Flood,2024-10-14 11:31:35.474391
192.168.0.100,30254,192.168.0.1,53,SYN Flood,2024-10-14 11:31:35.504279
192.168.0.100,29867,192.168.0.1,53,SYN Flood,2024-10-14 11:31:35.532266
192.168.0.100,30463,192.168.0.1,53,SYN Flood,2024-10-14 11:31:35.563220
192.168.0.100,35068,192.168.0.1,53,SYN Flood,2024-10-14 11:31:35.592106
192.168.0.1,53,192.168.0.100,56214,Normal,2024-10-14 11:31:35.617039
192.168.0.1,53,192.168.0.100,30254,Normal,2024-10-14 11:31:35.642971
192.168.0.1,53,192.168.0.100,29867,Normal,2024-10-14 11:31:35.670970
192.168.0.1,53,192.168.0.100,30463,Normal,2024-10-14 11:31:35.700892
51.178.130.25,443,192.168.88.155,40928,Normal,2024-10-18 15:37:35.120188
192.168.88.155,40928,51.178.130.25,443,Normal,2024-10-18 15:37:35.717945
51.178.130.25,443,192.168.88.155,40928,Normal,2024-10-18 15:37:35.741225
192.168.88.155,40928,51.178.130.25,443,Normal,2024-10-18 15:37:35.763013
51.178.130.25,443,192.168.88.155,40773,Normal,2024-10-18 15:37:35.786950
192.168.88.155,40773,51.178.130.25,443,Normal,2024-10-18 15:37:35.809886
51.178.130.25,443,192.168.88.155,40928,Normal,2024-10-18 15:37:35.831889
192.168.88.155,40928,51.178.130.25,443,Normal,2024-10-18 15:37:35.853974
51.178.130.25,443,192.168.88.155,40928,Normal,2024-10-18 15:37:35.876947
192.168.88.155,40928,51.178.130.25,443,Normal,2024-10-18 15:37:35.899888
51.178.130.25,443,192.168.88.155,40928,Normal,2024-10-18 15:37:35.923789
192.168.88.155,40928,51.178.130.25,443,Normal,2024-10-18 15:37:35.973654
51.178.130.25,443,192.168.88.155,40773,Normal,2024-10-18 15:37:36.033494
51.178.130.25,443,192.168.88.155,40928,Normal,2024-10-18 15:37:36.063491
192.168.88.155,40928,51.178.130.25,443,Normal,2024-10-18 15:37:36.091416
192.168.88.155,40773,51.178.130.25,443,Normal,2024-10-18 15:37:36.113359
51.178.130.25,443,192.168.88.155,40928,Normal,2024-10-18 15:37:36.161273
192.168.88.155,40928,51.178.130.25,443,Normal,2024-10-18 15:37:36.218080
51.178.130.25,443,192.168.88.155,40928,Normal,2024-10-18 15:37:36.251987
192.168.88.155,40928,51.178.130.25,443,Normal,2024-10-18 15:37:36.273929
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 16:56:21.286351
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:21.417247
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:21.593065
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:21.621988
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:21.651941
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 16:56:21.674846
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 16:56:21.700778
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:21.724715
192.168.88.155,39472,74.125.133.188,5228,Normal,2024-10-18 16:56:24.789853
74.125.133.188,5228,192.168.88.155,39472,Normal,2024-10-18 16:56:25.203015
192.168.88.155,41511,35.190.80.1,443,Normal,2024-10-18 16:56:26.144820
35.190.80.1,443,192.168.88.155,41511,Normal,2024-10-18 16:56:26.223637
192.168.88.155,39554,170.114.1.176,443,Normal,2024-10-18 16:56:28.655264
170.114.1.176,443,192.168.88.155,39554,Normal,2024-10-18 16:56:28.987434
192.168.88.155,39554,170.114.1.176,443,Normal,2024-10-18 16:56:29.027359
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 16:56:31.258194
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:31.448005
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:31.657652
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:31.702525
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:56:31.738393
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:57:32.074180
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:57:32.102360
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:57:32.124337
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 16:57:32.146385
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 16:57:32.171383
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 16:57:32.194318
192.168.88.155,39426,134.224.240.227,443,Normal,2024-10-18 16:57:39.210772
134.224.240.227,443,192.168.88.155,39426,Normal,2024-10-18 16:57:39.541777
134.224.240.227,443,192.168.88.155,39426,Normal,2024-10-18 16:57:39.565711
192.168.88.155,39426,134.224.240.227,443,Normal,2024-10-18 16:57:39.589775
192.168.88.155,41511,35.190.80.1,443,Normal,2024-10-18 16:57:40.728310
192.168.88.155,41511,35.190.80.1,443,Normal,2024-10-18 16:57:40.770154
35.190.80.1,443,192.168.88.155,41511,Normal,2024-10-18 16:57:40.883851
35.190.80.1,443,192.168.88.155,41511,Normal,2024-10-18 16:57:40.938294
35.190.80.1,443,192.168.88.155,41511,Normal,2024-10-18 16:57:40.972204
192.168.88.155,41511,35.190.80.1,443,Normal,2024-10-18 16:57:41.017082
35.190.80.1,443,192.168.88.155,41511,Normal,2024-10-18 16:57:41.055020
192.168.88.155,41511,35.190.80.1,443,Normal,2024-10-18 16:57:41.078920
192.168.88.155,41511,35.190.80.1,443,Normal,2024-10-18 16:57:41.102853
35.190.80.1,443,192.168.88.155,41511,Normal,2024-10-18 16:57:41.125795
192.168.88.155,39554,170.114.1.176,443,Normal,2024-10-18 17:11:19.951178
192.168.88.155,39554,170.114.1.176,443,Normal,2024-10-18 17:11:20.422017
170.114.1.176,443,192.168.88.155,39554,Normal,2024-10-18 17:11:20.692361
192.168.88.155,39554,170.114.1.176,443,Normal,2024-10-18 17:11:20.736373
170.114.1.176,443,192.168.88.155,39554,Normal,2024-10-18 17:11:21.205001
170.114.1.176,443,192.168.88.155,39554,Normal,2024-10-18 17:11:21.309682
192.168.88.155,39554,170.114.1.176,443,Normal,2024-10-18 17:11:21.343308
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 17:11:22.081978
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 17:11:22.225341
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 17:11:22.454438
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 17:11:22.479528
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 17:11:22.502433
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 17:11:22.527365
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 17:11:22.551303
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 17:11:22.575272
192.168.88.155,39488,34.196.192.212,443,Normal,2024-10-18 17:11:23.079921
34.196.192.212,443,192.168.88.155,39488,Normal,2024-10-18 17:11:23.381578
170.114.52.4,443,192.168.88.155,41659,Normal,2024-10-18 17:11:23.772708
192.168.88.155,41659,170.114.52.4,443,Normal,2024-10-18 17:11:23.794668
170.114.52.33,443,192.168.88.155,41660,Normal,2024-10-18 17:11:24.419798
192.168.88.155,39472,74.125.133.188,5228,Normal,2024-10-18 17:26:43.840135
74.125.133.188,5228,192.168.88.155,39472,Normal,2024-10-18 17:26:44.085520
170.114.52.4,443,192.168.88.155,41664,Normal,2024-10-18 17:26:44.230230
192.168.88.155,41664,170.114.52.4,443,Normal,2024-10-18 17:26:44.268122
192.168.88.155,39426,134.224.240.227,443,Normal,2024-10-18 17:26:47.627706
134.224.240.227,443,192.168.88.155,39426,Normal,2024-10-18 17:26:48.338365
192.168.88.155,39474,20.250.77.142,443,Normal,2024-10-18 17:26:48.938590
170.114.52.4,443,192.168.88.155,41664,Normal,2024-10-18 17:26:49.773840
20.250.77.142,443,192.168.88.155,39474,Normal,2024-10-18 17:26:49.794786
192.168.88.155,41664,170.114.52.4,443,Normal,2024-10-18 17:26:49.816729
192.168.88.155,39488,34.196.192.212,443,Normal,2024-10-18 17:26:51.414100
192.168.88.155,39488,34.196.192.212,443,Normal,2024-10-18 17:26:52.138940
34.196.192.212,443,192.168.88.155,39488,Normal,2024-10-18 17:26:52.639968
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 17:26:53.138242
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 17:26:53.451510
34.196.192.212,443,192.168.88.155,39488,Normal,2024-10-18 17:26:53.755026
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 17:26:53.777937
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 17:26:54.382411
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 17:26:54.404451
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 17:26:54.431413
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:27:51.773004
170.114.52.4,443,192.168.88.155,41664,Normal,2024-10-18 17:27:52.053577
192.168.88.155,41664,170.114.52.4,443,Normal,2024-10-18 17:27:52.078598
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:52.130598
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:52.548332
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:52.582200
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:27:52.613114
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:27:52.646029
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:52.670962
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:52.694894
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:27:52.719831
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:52.745761
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:52.788823
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:27:52.826721
192.168.88.155,41966,44.212.130.255,443,Normal,2024-10-18 17:27:52.864620
192.168.88.155,41966,44.212.130.255,443,Normal,2024-10-18 17:27:52.891546
192.168.88.155,41968,54.81.65.92,443,Normal,2024-10-18 17:27:52.917511
192.168.88.155,41968,54.81.65.92,443,Normal,2024-10-18 17:27:52.945402
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:52.991283
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:27:53.037156
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:06.664273
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:06.697187
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:06.726144
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:06.755030
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:06.785948
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:06.812911
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:06.849111
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:06.889044
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:06.926937
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:06.958144
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:06.987106
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:07.013076
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:07.040073
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:07.082959
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:07.117968
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:07.158859
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:07.186878
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:07.210849
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:07.236780
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:07.261113
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.108801
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.135905
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:50.159846
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.184816
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.210866
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:50.232772
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.256920
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.280854
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:50.309894
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.358762
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.412618
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:50.444532
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.475450
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.501383
192.168.88.155,41937,57.128.101.190,443,Normal,2024-10-18 17:28:50.537284
170.114.52.4,443,192.168.88.155,41664,Normal,2024-10-18 17:28:50.577183
192.168.88.155,41664,170.114.52.4,443,Normal,2024-10-18 17:28:50.616077
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.645525
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.673413
57.128.101.190,443,192.168.88.155,41937,Normal,2024-10-18 17:28:50.699379
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 18:46:41.213734
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:46:41.401509
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:46:41.604004
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:46:41.635877
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:46:41.661909
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 18:46:41.713768
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 18:46:41.759644
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:46:41.788567
192.168.88.155,42262,35.190.80.1,443,Normal,2024-10-18 18:46:41.822478
192.168.88.155,42262,35.190.80.1,443,Normal,2024-10-18 18:46:41.853397
35.190.80.1,443,192.168.88.155,42262,Normal,2024-10-18 18:46:41.886306
35.190.80.1,443,192.168.88.155,42262,Normal,2024-10-18 18:46:41.933180
35.190.80.1,443,192.168.88.155,42262,Normal,2024-10-18 18:46:41.973077
192.168.88.155,42262,35.190.80.1,443,Normal,2024-10-18 18:46:42.002142
35.190.80.1,443,192.168.88.155,42262,Normal,2024-10-18 18:46:42.033059
192.168.88.155,42262,35.190.80.1,443,Normal,2024-10-18 18:46:42.064110
192.168.88.155,42262,35.190.80.1,443,Normal,2024-10-18 18:46:42.095025
35.190.80.1,443,192.168.88.155,42262,Normal,2024-10-18 18:46:42.142865
192.168.88.155,39554,170.114.1.176,443,Normal,2024-10-18 18:46:43.781698
170.114.1.176,443,192.168.88.155,39554,Normal,2024-10-18 18:46:44.054004
192.168.88.155,42300,2.22.204.167,443,Normal,2024-10-18 18:51:30.349541
2.22.204.167,443,192.168.88.155,42300,Normal,2024-10-18 18:51:30.486428
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 18:51:31.582490
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:51:31.693355
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:51:32.007238
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:51:32.037146
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:51:32.060187
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 18:51:32.082129
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 18:51:32.104073
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:51:32.126013
192.168.88.155,39474,20.250.77.142,443,Normal,2024-10-18 18:51:33.480618
20.250.77.142,443,192.168.88.155,39474,Normal,2024-10-18 18:51:33.680094
192.168.88.155,42119,57.128.101.190,443,Normal,2024-10-18 18:51:36.346812
57.128.101.190,443,192.168.88.155,42119,Normal,2024-10-18 18:51:36.709425
192.168.88.155,39426,134.224.240.227,443,Normal,2024-10-18 18:51:38.521185
134.224.240.227,443,192.168.88.155,39426,Normal,2024-10-18 18:51:38.860933
192.168.88.155,39964,104.26.6.95,443,Normal,2024-10-18 18:51:41.598679
104.26.6.95,443,192.168.88.155,39964,Normal,2024-10-18 18:51:41.642591
192.168.88.155,42262,35.190.80.1,443,Normal,2024-10-18 18:51:41.723663
192.168.88.155,42262,35.190.80.1,443,Normal,2024-10-18 18:51:41.745771
117.121.250.156,80,192.168.88.155,42697,Normal,2024-10-18 19:35:22.877611
117.121.250.156,80,192.168.88.155,42697,Normal,2024-10-18 19:35:22.910523
192.168.88.155,42697,117.121.250.156,80,Normal,2024-10-18 19:35:22.936455
111.119.20.1,80,192.168.88.155,42698,Normal,2024-10-18 19:35:22.970364
111.119.20.1,80,192.168.88.155,42698,Normal,2024-10-18 19:35:23.026735
192.168.88.155,42698,111.119.20.1,80,Normal,2024-10-18 19:35:23.069621
117.121.250.156,80,192.168.88.155,42697,Normal,2024-10-18 19:35:23.258421
117.121.250.156,80,192.168.88.155,42697,Normal,2024-10-18 19:35:23.288342
