Source IP,Source Port,Destination IP,Destination Port,Traffic Type,Timestamp
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
192.168.88.221,58012,140.82.114.26,443,Normal,2025-01-11 19:26:04.538947
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.841985
192.168.88.221,58012,140.82.114.26,443,Normal,2025-01-11 19:26:04.538947
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.841985
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:06.935701
192.168.88.221,58012,140.82.114.26,443,Normal,2025-01-11 19:26:04.538947
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.841985
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:06.935701
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:07.069378
192.168.88.221,58012,140.82.114.26,443,Normal,2025-01-11 19:26:04.538947
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.841985
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:06.935701
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:07.069378
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:07.176061
192.168.88.221,58012,140.82.114.26,443,Normal,2025-01-11 19:26:04.538947
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.841985
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:06.935701
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:07.069378
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:07.176061
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.298758
192.168.88.221,58012,140.82.114.26,443,Normal,2025-01-11 19:26:04.538947
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.841985
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:06.935701
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:07.069378
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:07.176061
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.298758
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.422401
192.168.88.221,58012,140.82.114.26,443,Normal,2025-01-11 19:26:04.538947
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.841985
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:06.935701
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:07.069378
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:07.176061
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.298758
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.422401
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.534134
192.168.88.221,58012,140.82.114.26,443,Normal,2025-01-11 19:26:04.538947
140.82.114.26,443,192.168.88.221,58012,Normal,2025-01-11 19:26:04.775944
192.168.88.221,57770,104.18.0.207,443,Normal,2025-01-11 19:26:05.614235
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.715964
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:05.820682
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:05.925406
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:06.151796
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.236604
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.390158
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.503856
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.624532
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.718287
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:06.841985
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:06.935701
192.168.88.221,57771,104.18.1.207,443,Normal,2025-01-11 19:26:07.069378
104.18.1.207,443,192.168.88.221,57771,Normal,2025-01-11 19:26:07.176061
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.298758
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.422401
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.534134
104.18.0.207,443,192.168.88.221,57770,Normal,2025-01-11 19:26:07.678748
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.721968
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.721968
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.959333
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.721968
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.959333
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.312389
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.721968
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.959333
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.312389
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.582185
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.721968
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.959333
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.312389
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.582185
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.049355
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.721968
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.959333
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.312389
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.582185
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.049355
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.371996
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.721968
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.959333
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.312389
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.582185
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.049355
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.371996
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.573992
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.639410
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.860336
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.051285
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.270701
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:25.488076
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.721968
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:25.959333
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.312389
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:26.582185
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.049355
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.371996
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:27.573992
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:27.791534
192.168.100.105,19928,104.26.6.95,443,SYN Flood,2025-01-11 23:52:22.720152
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:23.779675
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:23.863967
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.080901
192.168.100.105,19928,104.26.6.95,443,Normal,2025-01-11 23:52:24.277376
104.26.6.95,443,192.168.100.105,19928,Normal,2025-01-11 23:52:24.470863
